"FOLIO","DOR_C","SITE_CITY","LAND","IMP","S_DATE","SALES","NBHC","NBHD","TOTVAL"
"0159293318","0100","TAMPA",41530,194504,10/5/2017,299900,212002,"NORTHDALE",236034
"0159293320","0100","TAMPA",43912,281723,1/26/2017,332000,212002,"NORTHDALE",325635
"0159321020","0100","TAMPA",42180,166525,8/4/2017,295000,212002,"NORTHDALE",208705
"0159321046","0100","TAMPA",53631,150097,4/27/2017,280000,212002,"NORTHDALE",203728
"0159321096","0100","TAMPA",66348,173917,1/16/2018,357500,212002,"NORTHDALE",240265
"0159321108","0100","TAMPA",58054,153648,9/1/2017,252000,212002,"NORTHDALE",211702
"0159321126","0100","TAMPA",50028,171176,6/29/2017,309000,212002,"NORTHDALE",221204
"0159321136","0100","TAMPA",50160,137713,6/30/2017,275000,212002,"NORTHDALE",187873
"0159321170","0100","TAMPA",89645,204998,10/27/2017,305000,212002,"NORTHDALE",294643
"0159321244","0100","TAMPA",47049,285252,4/21/2017,333000,212002,"NORTHDALE",332301
"0159321270","0100","TAMPA",64938,180769,3/21/2017,285000,212002,"NORTHDALE",245707
"0159321272","0100","TAMPA",64938,163790,3/23/2017,283000,212002,"NORTHDALE",228728
"0159321282","0100","TAMPA",68947,124875,1/31/2017,263000,212002,"NORTHDALE",193822
"0159321288","0100","TAMPA",66569,171158,6/20/2017,314000,212002,"NORTHDALE",237727
"0159321390","0100","TAMPA",50106,232615,7/14/2017,320000,212002,"NORTHDALE",282721
"0159321396","0100","TAMPA",42038,142389,7/28/2017,251700,212002,"NORTHDALE",184427
"0159321420","0100","TAMPA",67520,197232,11/17/2017,344000,212002,"NORTHDALE",264752
"0159321440","0100","TAMPA",52136,212879,2/28/2017,315000,212002,"NORTHDALE",265015
"0159321550","0100","TAMPA",59965,141732,10/18/2017,288000,212002,"NORTHDALE",201697
"0159321556","0100","TAMPA",68685,124493,11/10/2017,252000,212002,"NORTHDALE",193178
"0159321566","0100","TAMPA",43470,146029,6/7/2017,250000,212002,"NORTHDALE",189499
"0159321596","0100","TAMPA",36225,124932,12/29/2017,233000,212002,"NORTHDALE",161157
"0159321662","0100","TAMPA",43819,125278,2/23/2017,285000,212002,"NORTHDALE",169097
"0159321732","0100","TAMPA",44526,147330,9/7/2017,285000,212002,"NORTHDALE",191856
"0159321798","0100","TAMPA",91919,149905,12/13/2017,299900,212002,"NORTHDALE",241824
"0159321872","0100","TAMPA",58687,199884,2/6/2017,305000,212002,"NORTHDALE",258571
"0159321886","0100","TAMPA",60776,133019,7/31/2017,282000,212002,"NORTHDALE",193795
"0159321902","0100","TAMPA",47898,183338,6/12/2017,284000,212002,"NORTHDALE",231236
"0159321954","0100","TAMPA",47056,223647,1/27/2017,319900,212002,"NORTHDALE",270703
"0159321956","0100","TAMPA",47056,149726,6/23/2017,245000,212002,"NORTHDALE",196782
"0159321990","0100","TAMPA",43225,151046,8/14/2017,282000,212002,"NORTHDALE",194271
"0159321992","0100","TAMPA",48906,167980,12/22/2017,286000,212002,"NORTHDALE",216886
"0159322004","0100","TAMPA",45849,241896,8/17/2017,193800,212002,"NORTHDALE",287745
"0159322010","0100","TAMPA",45849,257384,2/28/2017,335000,212002,"NORTHDALE",303233
"0159322012","0100","TAMPA",45849,218797,3/31/2017,285000,212002,"NORTHDALE",264646
"0159322270","0100","TAMPA",43890,120486,12/18/2017,225000,212002,"NORTHDALE",164376
"0159322328","0100","TAMPA",40635,143201,8/10/2017,232000,212002,"NORTHDALE",183836
"0159322368","0100","TAMPA",42180,196016,3/27/2017,280000,212002,"NORTHDALE",238196
"0159322406","0100","TAMPA",58682,171743,12/27/2017,285500,212002,"NORTHDALE",230425
"0159322412","0100","TAMPA",52884,126995,12/13/2017,225000,212002,"NORTHDALE",179879
"0159322444","0100","TAMPA",51211,191415,6/7/2017,305000,212002,"NORTHDALE",242626
"0159322472","0100","TAMPA",55981,120486,5/5/2017,200600,212002,"NORTHDALE",176467
"0159322628","0100","TAMPA",74016,169847,7/21/2017,335000,212002,"NORTHDALE",243863
"0159322740","0100","TAMPA",61428,180697,3/31/2017,308000,212002,"NORTHDALE",242125
"0159322802","0100","TAMPA",73412,147278,7/17/2017,300000,212002,"NORTHDALE",220690
"0159322814","0100","TAMPA",44792,148394,7/31/2017,247000,212002,"NORTHDALE",193186
"0159322840","0100","TAMPA",54173,151219,9/20/2017,290000,212002,"NORTHDALE",205392
"0159322850","0100","TAMPA",58457,169423,11/3/2017,335000,212002,"NORTHDALE",227880
"0159322928","0100","TAMPA",45144,151766,11/20/2017,251000,212002,"NORTHDALE",196910
"0189547884","0100","TAMPA",62709,186985,9/26/2017,330000,212004,"CWOODVILL",249694
"0189548046","0100","TAMPA",131080,281267,6/30/2017,495000,212004,"CWOODVILL",412347
"0189548116","0100","TAMPA",54944,265416,11/15/2017,430000,212004,"CWOODVILL",320360
"0189548504","0100","TAMPA",77220,234019,5/31/2017,435000,212004,"CWOODVILL",311239
"0189548520","0100","TAMPA",73326,283857,1/13/2017,435000,212004,"CWOODVILL",357183
"0189548544","0100","TAMPA",74159,352878,2/10/2017,420000,212004,"CWOODVILL",427037
"0189548564","0100","TAMPA",55315,220898,10/17/2017,309000,212004,"CWOODVILL",276213
"0189548820","0100","TAMPA",75753,217099,5/1/2017,435000,212004,"CWOODVILL",292852
"0189548855","0100","TAMPA",33114,142969,9/21/2017,223000,212004,"CWOODVILL",176083
"0189562778","0100","TAMPA",28875,136419,2/28/2017,236500,212004,"CWOODVILL",165294
"0189562802","0100","TAMPA",33750,212204,5/18/2017,300000,212004,"CWOODVILL",245954
"0189562822","0100","TAMPA",31561,130785,7/7/2017,267500,212004,"CWOODVILL",162346
"0189562882","0100","TAMPA",33750,124739,8/11/2017,216000,212004,"CWOODVILL",158489
"0189562886","0100","TAMPA",33750,129578,3/22/2017,235000,212004,"CWOODVILL",163328
"0189562922","0100","TAMPA",28875,135747,11/6/2017,239000,212004,"CWOODVILL",164622
"0189562942","0100","TAMPA",28875,128367,7/12/2017,265000,212004,"CWOODVILL",157242
"0189562966","0100","TAMPA",28875,113448,11/13/2017,47800,212004,"CWOODVILL",142323
"0189563050","0100","TAMPA",50358,209081,11/8/2017,361500,212004,"CWOODVILL",259439
"0189563056","0100","TAMPA",67134,156095,4/28/2017,276000,212004,"CWOODVILL",223229
"0189563062","0100","TAMPA",58826,141054,8/29/2017,250000,212004,"CWOODVILL",199880
"0189563072","0100","TAMPA",52156,160523,12/22/2017,244000,212004,"CWOODVILL",212679
"0189563106","0100","TAMPA",56356,150915,4/20/2017,259900,212004,"CWOODVILL",207271
"0189563128","0100","TAMPA",65080,169334,3/31/2017,300000,212004,"CWOODVILL",234414
"0189563162","0100","TAMPA",89333,203440,3/16/2017,390000,212004,"CWOODVILL",292773
"0189563208","0100","TAMPA",61224,147746,12/1/2017,329900,212004,"CWOODVILL",208970
"0189566410","0100","TAMPA",56955,135891,6/30/2017,272000,212004,"CWOODVILL",192846
"0189566474","0100","TAMPA",52198,198183,6/26/2017,348000,212004,"CWOODVILL",250381
"0189566524","0100","TAMPA",60950,184715,7/4/2017,324000,212004,"CWOODVILL",245665
"0189566666","0100","TAMPA",60060,233825,9/22/2017,440000,212004,"CWOODVILL",293885
"0189566706","0100","TAMPA",69286,232295,8/21/2017,400000,212004,"CWOODVILL",301581
"0189566736","0100","TAMPA",61155,175700,6/20/2017,315000,212004,"CWOODVILL",236855
"0189566766","0100","TAMPA",58500,239613,4/28/2017,402000,212004,"CWOODVILL",298113
"0189583164","0100","TAMPA",89932,228846,10/25/2017,440000,212004,"CWOODVILL",318778
"0189583180","0100","TAMPA",87846,219777,4/7/2017,367500,212004,"CWOODVILL",307623
"0189585106","0100","TAMPA",77275,217732,6/30/2017,415000,212004,"CWOODVILL",295007
"0189585124","0100","TAMPA",84274,172622,10/26/2017,350000,212004,"CWOODVILL",256896
"0189585128","0100","TAMPA",70070,188324,1/31/2017,330000,212004,"CWOODVILL",258394
"0189585216","0100","TAMPA",57949,257594,6/15/2017,469900,212004,"CWOODVILL",315543
"0189585222","0100","TAMPA",64167,224092,9/14/2017,345000,212004,"CWOODVILL",288259
"0189585228","0100","TAMPA",56893,157596,10/11/2017,285000,212004,"CWOODVILL",214489
"0189585246","0100","TAMPA",65340,222451,8/7/2017,359000,212004,"CWOODVILL",287791
"0189585352","0100","TAMPA",59160,288988,10/9/2017,514900,212004,"CWOODVILL",348148
"0189593024","0100","TAMPA",73500,241745,8/21/2017,512500,212004,"CWOODVILL",315245
"0189593072","0100","TAMPA",87974,323443,10/26/2017,430000,212004,"CWOODVILL",411417
"0189593088","0100","TAMPA",77600,174286,7/10/2017,393000,212004,"CWOODVILL",251886
"0189593098","0100","TAMPA",81480,221094,8/21/2017,399900,212004,"CWOODVILL",302574
"0189593104","0100","TAMPA",73990,171909,1/25/2017,318900,212004,"CWOODVILL",245899
"0189593112","0100","TAMPA",96596,225136,11/17/2017,424100,212004,"CWOODVILL",321732
"0189593124","0100","TAMPA",88169,215682,1/10/2018,395000,212004,"CWOODVILL",303851
"0189596138","0100","TAMPA",58950,137932,6/30/2017,258000,212004,"CWOODVILL",196882
"0189596208","0100","TAMPA",49718,134105,5/5/2017,282000,212004,"CWOODVILL",183823
"0189596210","0100","TAMPA",55242,191198,11/21/2017,319000,212004,"CWOODVILL",246440
"0189596258","0100","TAMPA",55242,181729,3/29/2017,280000,212004,"CWOODVILL",236971
"0189596260","0100","TAMPA",55242,134460,2/28/2017,227500,212004,"CWOODVILL",189702
"0189596512","0100","TAMPA",67275,158934,4/6/2017,332500,212004,"CWOODVILL",226209
"0189596564","0100","TAMPA",58500,216486,2/17/2017,321000,212004,"CWOODVILL",274986
"0189596614","0100","TAMPA",67701,155685,8/15/2017,306000,212004,"CWOODVILL",223386
"0189596620","0100","TAMPA",70325,234519,7/11/2017,322500,212004,"CWOODVILL",304844
"0189596630","0100","TAMPA",69498,172175,6/12/2017,322500,212004,"CWOODVILL",241673
"0189599538","0100","TAMPA",51676,234174,5/10/2017,336900,212004,"CWOODVILL",285850
"0190000054","0100","TAMPA",86238,304309,4/14/2017,460000,212004,"CWOODVILL",390547
"0190000122","0100","TAMPA",82198,222791,9/28/2017,425000,212004,"CWOODVILL",304989
"0190000176","0100","TAMPA",74002,214173,7/3/2017,399000,212004,"CWOODVILL",288175
"0190006028","0100","TAMPA",86400,369060,8/14/2017,531000,212004,"CWOODVILL",455460
"0190006062","0100","TAMPA",99636,311195,6/29/2017,479900,212004,"CWOODVILL",410831
"0190006068","0100","TAMPA",98230,291690,9/18/2017,490000,212004,"CWOODVILL",389920
"0190006086","0100","TAMPA",68310,287746,1/17/2017,411700,212004,"CWOODVILL",356056
"0190006144","0100","TAMPA",93100,238204,8/14/2017,440000,212004,"CWOODVILL",331304
"0190006164","0100","TAMPA",52785,158900,2/1/2017,260000,212004,"CWOODVILL",211685
"0190006200","0100","TAMPA",57267,155070,12/21/2017,315000,212004,"CWOODVILL",212337
"0190006228","0100","TAMPA",61200,230464,6/30/2017,350000,212004,"CWOODVILL",291664
"0190006234","0100","TAMPA",50202,211548,6/30/2017,344300,212004,"CWOODVILL",261750
"0190006286","0100","TAMPA",57444,157256,11/21/2017,280000,212004,"CWOODVILL",214700
"0190006332","0100","TAMPA",80179,469994,5/4/2017,650000,212004,"CWOODVILL",550173
"0190006928","0100","TAMPA",96445,289830,7/17/2017,490000,212004,"CWOODVILL",386275
"0190006956","0100","TAMPA",83032,336321,5/24/2017,505000,212004,"CWOODVILL",419353
"0190007754","0100","TAMPA",61100,265346,11/20/2017,415000,212004,"CWOODVILL",326446
"0190007794","0100","TAMPA",77260,262030,3/30/2017,425000,212004,"CWOODVILL",339290
"0190007830","0100","TAMPA",58750,218951,4/18/2017,375000,212004,"CWOODVILL",277701
"0190007838","0100","TAMPA",52650,230586,6/22/2017,371500,212004,"CWOODVILL",283236
"0190007842","0100","TAMPA",58500,367529,3/10/2017,463000,212004,"CWOODVILL",426029
"0190007868","0100","TAMPA",58500,239508,8/29/2017,410000,212004,"CWOODVILL",298008
"0190007876","0100","TAMPA",61750,308775,6/7/2017,524900,212004,"CWOODVILL",370525
"0194311048","0100","TAMPA",161523,476562,2/14/2017,750000,212004,"CWOODVILL",638085
"0194311202","0100","TAMPA",137402,452863,1/17/2017,550000,212004,"CWOODVILL",590265
"0194311297","0100","TAMPA",73471,232818,11/1/2017,375000,212004,"CWOODVILL",306289
"0194311314","0100","TAMPA",73951,220658,8/24/2017,350000,212004,"CWOODVILL",294609
"0194311370","0100","TAMPA",58930,362089,1/18/2017,435000,212004,"CWOODVILL",421019
"0194311388","0100","TAMPA",101796,316462,1/12/2018,525000,212004,"CWOODVILL",418258
"0194311404","0100","TAMPA",98358,243696,5/25/2017,459100,212004,"CWOODVILL",342054
"0194311408","0100","TAMPA",121012,232824,12/15/2017,520000,212004,"CWOODVILL",353836
"0194311430","0100","TAMPA",76358,269145,2/28/2017,370000,212004,"CWOODVILL",345503
"0194311532","0100","TAMPA",80101,275988,1/12/2018,305000,212004,"CWOODVILL",356089
"0194311596","0100","TAMPA",99847,285825,5/30/2017,550000,212004,"CWOODVILL",385672
"0194311622","0100","TAMPA",78300,217283,3/29/2017,393000,212004,"CWOODVILL",295583
"0194311724","0100","TAMPA",75660,241225,7/14/2017,315000,212004,"CWOODVILL",316885
"0194314002","0100","TAMPA",71344,207226,8/9/2017,395000,212004,"CWOODVILL",278570
"0194314116","0100","TAMPA",39204,163219,10/17/2017,325000,212004,"CWOODVILL",202423
"0194314123","0100","TAMPA",47235,159311,6/16/2017,205000,212004,"CWOODVILL",206546
"0194315518","0100","TAMPA",59055,226887,7/12/2017,437000,212004,"CWOODVILL",285942
"0194315664","0100","TAMPA",63484,237725,12/19/2017,310000,212004,"CWOODVILL",301209
"0194315720","0100","TAMPA",50439,213748,8/31/2017,350000,212004,"CWOODVILL",264187
"0194315724","0100","TAMPA",54358,201129,2/9/2017,320000,212004,"CWOODVILL",255487
"0335791502","0100","TAMPA",88480,157467,5/31/2017,290000,216003,"TAMPALMS",245947
"0335791510","0100","TAMPA",51722,158073,5/15/2017,239900,216003,"TAMPALMS",209795
"0335791548","0100","TAMPA",41309,137976,8/14/2017,220000,216003,"TAMPALMS",179285
"0335791582","0100","TAMPA",59407,139325,1/27/2017,235000,216003,"TAMPALMS",198732
"0339640704","0100","TAMPA",38213,149353,12/20/2017,265000,216003,"TAMPALMS",187566
"0339640754","0100","TAMPA",60259,157467,7/6/2017,240000,216003,"TAMPALMS",217726
"0339682118","0100","TAMPA",72156,178526,8/3/2017,325000,216003,"TAMPALMS",250682
"0339682126","0100","TAMPA",70901,181383,7/14/2017,345000,216003,"TAMPALMS",252284
"0339682144","0100","TAMPA",94914,193672,3/15/2017,361900,216003,"TAMPALMS",288586
"0339682190","0100","TAMPA",65717,235204,9/29/2017,432500,216003,"TAMPALMS",300921
"0339682204","0100","TAMPA",103324,255199,5/25/2017,475000,216003,"TAMPALMS",358523
"0339682352","0100","TAMPA",131725,429376,10/30/2017,685000,216003,"TAMPALMS",561101
"0339682720","0100","TAMPA",157862,498118,5/11/2017,720000,216003,"TAMPALMS",655980
"0339682756","0100","TAMPA",166429,643726,3/24/2017,780000,216003,"TAMPALMS",810155
"0339682760","0100","TAMPA",116986,455007,3/13/2017,667000,216003,"TAMPALMS",571993
"0339682768","0100","TAMPA",117128,452437,11/27/2017,690000,216003,"TAMPALMS",569565
"0339682788","0100","TAMPA",154367,466203,5/1/2017,599000,216003,"TAMPALMS",620570
"0339683048","0100","TAMPA",68931,222370,2/10/2017,400000,216003,"TAMPALMS",291301
"0339683070","0100","TAMPA",59048,286015,5/31/2017,446000,216003,"TAMPALMS",345063
"0339683078","0100","TAMPA",67265,229071,6/5/2017,401000,216003,"TAMPALMS",296336
"0339683092","0100","TAMPA",71790,233992,1/17/2017,345000,216003,"TAMPALMS",305782
"0339683314","0100","TAMPA",120495,387823,5/5/2017,628000,216003,"TAMPALMS",508318
"0339683402","0100","TAMPA",77412,227322,11/20/2017,402500,216003,"TAMPALMS",304734
"0339683428","0100","TAMPA",69026,256780,8/7/2017,420000,216003,"TAMPALMS",325806
"0339683434","0100","TAMPA",75817,262060,7/10/2017,430000,216003,"TAMPALMS",337877
"0339683444","0100","TAMPA",59915,209085,4/18/2017,335000,216003,"TAMPALMS",269000
"0339683470","0100","TAMPA",71610,259328,10/12/2017,385000,216003,"TAMPALMS",330938
"0339683578","0100","TAMPA",78815,229484,4/27/2017,370000,216003,"TAMPALMS",308299
"0339683582","0100","TAMPA",64636,241209,8/24/2017,405000,216003,"TAMPALMS",305845
"0339683716","0100","TAMPA",100018,491023,3/23/2017,642500,216003,"TAMPALMS",591041
"0339683728","0100","TAMPA",118178,435724,6/2/2017,625000,216003,"TAMPALMS",553902
"0339683730","0100","TAMPA",115513,361322,6/29/2017,565000,216003,"TAMPALMS",476835
"0339683734","0100","TAMPA",99738,336471,11/20/2017,488000,216003,"TAMPALMS",436209
"0339683826","0100","TAMPA",123668,451290,5/1/2017,687500,216003,"TAMPALMS",574958
"0339683828","0100","TAMPA",101032,377666,5/26/2017,510000,216003,"TAMPALMS",478698
"0339683930","0100","TAMPA",75278,239703,7/24/2017,375000,216003,"TAMPALMS",314981
"0339683942","0100","TAMPA",73915,262740,3/30/2017,425000,216003,"TAMPALMS",336655
"0339683944","0100","TAMPA",79511,235233,11/27/2017,361000,216003,"TAMPALMS",314744
"0339684026","0100","TAMPA",116867,218786,4/17/2017,350000,216003,"TAMPALMS",335653
"0339720104","0100","TAMPA",62721,171834,5/5/2017,338000,216002,"HUNGREEN",234555
"0339720142","0100","TAMPA",64472,170509,12/13/2017,350000,216002,"HUNGREEN",234981
"0339720184","0100","TAMPA",50090,155547,11/27/2017,311000,216002,"HUNGREEN",205637
"0339720196","0100","TAMPA",68465,172308,6/1/2017,279900,216002,"HUNGREEN",240773
"0339720198","0100","TAMPA",89507,171662,3/15/2017,360000,216002,"HUNGREEN",261169
"0339720200","0100","TAMPA",53314,158557,12/21/2017,337000,216002,"HUNGREEN",211871
"0339720210","0100","TAMPA",63140,176597,12/19/2017,355000,216002,"HUNGREEN",239737
"0339721528","0100","TAMPA",93257,171120,2/7/2017,265000,216002,"HUNGREEN",264377
"0339721546","0100","TAMPA",76862,212689,12/14/2017,412500,216002,"HUNGREEN",289551
"0339721556","0100","TAMPA",77402,248328,7/13/2017,440000,216002,"HUNGREEN",325730
"0339721560","0100","TAMPA",78480,193764,7/7/2017,380000,216002,"HUNGREEN",272244
"0339761766","0100","TAMPA",49248,258413,9/29/2017,384000,216001,"TAMPALMS",307661
"0339761772","0100","TAMPA",50729,246010,5/4/2017,312000,216001,"TAMPALMS",296739
"0339761782","0100","TAMPA",55889,282016,6/1/2017,418000,216001,"TAMPALMS",337905
"0339761794","0100","TAMPA",78733,270972,7/7/2017,420000,216001,"TAMPALMS",349705
"0339761850","0100","TAMPA",69897,293636,1/17/2017,407000,216001,"TAMPALMS",363533
"0339761858","0100","TAMPA",98262,258786,12/21/2017,370000,216001,"TAMPALMS",357048
"0339761872","0100","TAMPA",96735,253147,4/5/2017,299500,216001,"TAMPALMS",349882
"0339761974","0100","TAMPA",88310,384989,3/20/2017,470000,216001,"TAMPALMS",473299
"0339761990","0100","TAMPA",96471,295969,11/10/2017,410000,216001,"TAMPALMS",392440
"0339761996","0100","TAMPA",75259,287984,8/3/2017,525000,216001,"TAMPALMS",363243
"0339762062","0100","TAMPA",45955,169789,7/10/2017,289900,216001,"TAMPALMS",215744
"0339762074","0100","TAMPA",59376,203248,4/28/2017,343000,216001,"TAMPALMS",262624
"0339762076","0100","TAMPA",57146,186941,11/29/2017,330000,216001,"TAMPALMS",244087
"0339762082","0100","TAMPA",54272,204137,7/26/2017,345000,216001,"TAMPALMS",258409
"0339762120","0100","TAMPA",42613,173830,4/28/2017,280000,216001,"TAMPALMS",216443
"0339762154","0100","TAMPA",42895,172504,7/10/2017,285000,216001,"TAMPALMS",215399
"0339762186","0100","TAMPA",49506,195922,9/8/2017,324000,216001,"TAMPALMS",245428
"0339762276","0100","TAMPA",43484,199109,2/23/2017,300000,216001,"TAMPALMS",242593
"0339762350","0100","TAMPA",53443,155082,2/22/2017,267000,216001,"TAMPALMS",208525
"0339762354","0100","TAMPA",44990,163166,10/27/2017,260000,216001,"TAMPALMS",208156
"0339762368","0100","TAMPA",45553,140688,1/11/2018,246500,216001,"TAMPALMS",186241
"0339762372","0100","TAMPA",39087,169633,1/27/2017,280000,216001,"TAMPALMS",208720
"0339762994","0100","TAMPA",67841,208644,6/23/2017,325000,216001,"TAMPALMS",276485
"0339790528","0100","TAMPA",53539,105573,12/1/2017,197500,216003,"TAMPALMS",159112
"0339790536","0100","TAMPA",41772,129503,1/19/2017,197500,216003,"TAMPALMS",171275
"0339790552","0100","TAMPA",35162,132178,2/15/2017,234000,216003,"TAMPALMS",167340
"0339790556","0100","TAMPA",44373,108830,4/7/2017,190000,216003,"TAMPALMS",153203
"0339790600","0100","TAMPA",57453,131136,3/17/2017,240000,216003,"TAMPALMS",188589
"0339790848","0100","TAMPA",61594,155199,7/13/2017,290000,216003,"TAMPALMS",216793
"0339790954","0100","TAMPA",52594,185748,4/17/2017,300000,216003,"TAMPALMS",238342
"0339790980","0100","TAMPA",56588,179958,12/4/2017,405000,216003,"TAMPALMS",236546
"0339791152","0100","TAMPA",44044,227155,9/21/2017,410000,216003,"TAMPALMS",271199
"0339824050","0100","TAMPA",91572,227286,7/6/2017,415000,216003,"TAMPALMS",318858
"0339824076","0100","TAMPA",103625,248810,12/21/2017,480000,216003,"TAMPALMS",352435
"0339824078","0100","TAMPA",73433,198409,7/5/2017,367000,216003,"TAMPALMS",271842
"0339824118","0100","TAMPA",90187,266279,2/23/2017,444000,216003,"TAMPALMS",356466
"0339824130","0100","TAMPA",61726,231108,7/7/2017,198000,216003,"TAMPALMS",292834
"0339824140","0100","TAMPA",85174,266493,8/11/2017,450000,216003,"TAMPALMS",351667
"0339824178","0100","TAMPA",67875,249303,12/5/2017,320000,216003,"TAMPALMS",317178
"0339824192","0100","TAMPA",78272,222885,6/29/2017,382000,216003,"TAMPALMS",301157
"0339824298","0100","TAMPA",85043,277182,7/3/2017,520000,216003,"TAMPALMS",362225
"0339824306","0100","TAMPA",101072,245607,6/23/2017,475000,216003,"TAMPALMS",346679
"0339824336","0100","TAMPA",130901,552922,1/5/2017,880000,216003,"TAMPALMS",683823
"0339824360","0100","TAMPA",104560,282780,7/3/2017,556000,216003,"TAMPALMS",387340
"0339824364","0100","TAMPA",71687,225477,10/19/2017,451000,216003,"TAMPALMS",297164
"0339824382","0100","TAMPA",116724,462587,1/19/2018,665000,216003,"TAMPALMS",579311
"0339824560","0100","TAMPA",96053,295293,9/22/2017,602000,216003,"TAMPALMS",391346
"0339824566","0100","TAMPA",99939,407315,1/30/2017,620000,216003,"TAMPALMS",507254
"0339824580","0100","TAMPA",107547,296972,10/31/2017,535000,216003,"TAMPALMS",404519
"0339824696","0100","TAMPA",119882,263413,8/2/2017,491000,216003,"TAMPALMS",383295
"0339824702","0100","TAMPA",128003,248391,9/15/2017,496000,216003,"TAMPALMS",376394
"0339824736","0100","TAMPA",47485,163366,6/26/2017,359000,216003,"TAMPALMS",210851
"0339824746","0100","TAMPA",96905,228275,3/31/2017,329000,216003,"TAMPALMS",325180
"0339824782","0100","TAMPA",70785,177529,11/15/2017,350000,216003,"TAMPALMS",248314
"0339824792","0100","TAMPA",69079,176557,4/12/2017,360000,216003,"TAMPALMS",245636
"0347555406","0100","TAMPA",455872,1092222,1/3/2017,3100000,216003,"TAMPALMS",1548094
"0347560534","0100","TAMPA",82536,163127,3/28/2017,336000,216001,"TAMPALMS",245663
"0347560610","0100","TAMPA",82210,167058,7/25/2017,250000,216001,"TAMPALMS",249268
"0347560712","0100","TAMPA",115650,273384,4/28/2017,493000,216001,"TAMPALMS",389034
"0347560720","0100","TAMPA",78826,240386,11/29/2017,400000,216001,"TAMPALMS",319212
"0347565564","0100","TAMPA",88191,163965,6/9/2017,286000,216001,"TAMPALMS",252156
"0347565568","0100","TAMPA",51464,199850,5/31/2017,370000,216001,"TAMPALMS",251314
"0347565630","0100","TAMPA",52223,154060,5/12/2017,260000,216001,"TAMPALMS",206283
"0347565650","0100","TAMPA",44921,147731,12/28/2017,285000,216001,"TAMPALMS",192652
"0347565662","0100","TAMPA",49985,149960,2/9/2017,260000,216001,"TAMPALMS",199945
"0347580238","0100","TAMPA",59400,150702,12/18/2017,265000,216001,"TAMPALMS",210102
"0347580256","0100","TAMPA",48960,205707,12/27/2017,274000,216001,"TAMPALMS",254667
"0347580310","0100","TAMPA",44064,121958,8/24/2017,275000,216001,"TAMPALMS",166022
"0347580338","0100","TAMPA",52924,188294,1/11/2018,358000,216001,"TAMPALMS",241218
"0347580362","0100","TAMPA",52520,164056,1/19/2017,280000,216001,"TAMPALMS",216576
"0347580502","0100","TAMPA",87300,327946,5/24/2017,410000,216001,"TAMPALMS",415246
"0347580534","0100","TAMPA",87300,351960,8/1/2017,514000,216001,"TAMPALMS",439260
"0347580550","0100","TAMPA",100395,357760,7/24/2017,532500,216001,"TAMPALMS",458155
"0347580562","0100","TAMPA",93312,391653,4/27/2017,585000,216001,"TAMPALMS",484965
"0347580566","0100","TAMPA",105575,374208,12/28/2017,490000,216001,"TAMPALMS",479783
"0347580582","0100","TAMPA",116292,489746,6/30/2017,490000,216001,"TAMPALMS",606038
"0347580616","0100","TAMPA",142457,350500,2/17/2017,443500,216001,"TAMPALMS",492957
"0347580714","0100","TAMPA",63700,150183,6/29/2017,237000,216001,"TAMPALMS",213883
"0347580724","0100","TAMPA",59093,164482,12/21/2017,275000,216001,"TAMPALMS",223575
"0347580732","0100","TAMPA",59093,154054,11/9/2017,288000,216001,"TAMPALMS",213147
"0347581038","0100","TAMPA",66762,172906,3/22/2017,326500,216001,"TAMPALMS",239668
"0347581078","0100","TAMPA",64827,159104,1/4/2017,261500,216001,"TAMPALMS",223931
"0347581272","0100","TAMPA",50500,154911,7/26/2017,320000,216001,"TAMPALMS",205411
"0347581282","0100","TAMPA",48960,147816,10/31/2017,200000,216001,"TAMPALMS",196776
"0347581318","0100","TAMPA",77760,152581,1/23/2018,276000,216001,"TAMPALMS",230341
"0347581334","0100","TAMPA",44496,154164,3/28/2017,260000,216001,"TAMPALMS",198660
"0347581406","0100","TAMPA",144461,493664,5/31/2017,895500,216001,"TAMPALMS",638125
"0347581408","0100","TAMPA",236808,548284,3/3/2017,869000,216001,"TAMPALMS",785092
"0347581458","0100","TAMPA",166656,686561,1/5/2017,1150000,216001,"TAMPALMS",853217
"0347581512","0100","TAMPA",186797,543378,11/29/2017,869000,216001,"TAMPALMS",730175
"0347581544","0100","TAMPA",194376,508275,12/15/2017,670000,216001,"TAMPALMS",702651
"0347581552","0100","TAMPA",215424,540427,12/29/2017,750000,216001,"TAMPALMS",755851
"0347581580","0100","TAMPA",206462,546392,10/27/2017,889500,216001,"TAMPALMS",752854
"0347581704","0100","TAMPA",39483,140794,7/12/2017,265000,216001,"TAMPALMS",180277
"0347581710","0100","TAMPA",39014,151051,5/10/2017,280000,216001,"TAMPALMS",190065
"0347581732","0100","TAMPA",53460,172177,3/10/2017,365000,216001,"TAMPALMS",225637
"0347581734","0100","TAMPA",54432,188096,3/23/2017,350000,216001,"TAMPALMS",242528
"0347581736","0100","TAMPA",55890,229507,1/6/2017,416000,216001,"TAMPALMS",285397
"0347581754","0100","TAMPA",52974,180453,7/13/2017,385000,216001,"TAMPALMS",233427
"0347581776","0100","TAMPA",28671,177558,12/14/2017,400000,216001,"TAMPALMS",206229
"0347581786","0100","TAMPA",34845,147896,2/21/2017,242000,216001,"TAMPALMS",182741
